pmid	full_title	journal	pub_count	date	tweet_title	status_hash	posted	score
					Circulating SARS-CoV-2 spike N439K variants maintain fitness while evading antibody-mediated immunity.	circulatingsarscov2spiken439kvariantsmaintainfitnesswhileevadingantibodymediatedimmunity	True	0
					Interactions between seasonal human coronaviruses and implications for the SARS-CoV-2 pandemic: A retrospective study in Stockholm, Sweden, 2009-2020.	interactionsbetweenseasonalhumancoronavirusesandimplicationsforthesarscov2pandemicaretrospectivestudyinstockholmsweden20092020	True	0
					Zinc status alters Alzheimer's disease progression through NLRP3-dependent inflammation.	zincstatusaltersalzheimersdiseaseprogressionthroughnlrp3dependentinflammation	True	0
					Comparative genomics of ST5 and ST30 methicillin-resistant Staphylococcus aureus sequential isolates recovered from paediatric patients with cystic fibrosis.	comparativegenomicsofst5andst30methicillinresistantstaphylococcusaureussequentialisolatesrecoveredfrompaediatricpatientswithcysticfibrosis	True	0
					Stringent thresholds in SARS-CoV-2 IgG assays lead to under-detection of mild infections.	stringentthresholdsinsarscov2iggassaysleadtounderdetectionofmildinfections	True	0
					Clinical and Laboratory Findings in Patients with Potential SARS-CoV-2 Reinfection, May-July 2020.	clinicalandlaboratoryfindingsinpatientswithpotentialsarscov2reinfectionmayjuly2020	True	0
					Estimated strain coverage of serogroup B meningococcal vaccines: A retrospective study for disease and carrier strains in Greece (2010-2017).	estimatedstraincoverageofserogroupbmeningococcalvaccinesaretrospectivestudyfordiseaseandcarrierstrainsingreece20102017	True	0
					Analysis of metagenome-assembled viral genomes from the human gut reveals diverse putative CrAss-like phages with unique genomic features.	analysisofmetagenomeassembledviralgenomesfromthehumangutrevealsdiverseputativecrasslikephageswithuniquegenomicfeatures	True	0
					Bacteria have numerous distinctive groups of phage-plasmids with conserved phage and variable plasmid gene repertoires.	bacteriahavenumerousdistinctivegroupsofphageplasmidswithconservedphageandvariableplasmidgenerepertoires	True	0
					A Virulence Associated Siderophore Importer Reduces Antimicrobial Susceptibility of Klebsiella pneumoniae.	avirulenceassociatedsiderophoreimporterreducesantimicrobialsusceptibilityofklebsiellapneumoniae	True	0
					S-variant SARS-CoV-2 lineage B1.1.7 is associated with significantly higher viral loads in samples tested by ThermoFisher TaqPath RT-qPCR.	svariantsarscov2lineageb117isassociatedwithsignificantlyhigherviralloadsinslestestedbythermofishertaqpathrtqpcr	True	0
					Author Correction: Assembly of hundreds of novel bacterial genomes from the chicken caecum.	authorcorrectionassemblyofhundredsofnovelbacterialgenomesfromthechickencaecum	True	0
					Insertion-sequence-mediated mutations both promote and constrain evolvability during a long-term experiment with bacteria.	insertionsequencemediatedmutationsbothpromoteandconstrainevolvabilityduringalongtermexperimentwithbacteria	True	0
					PanACoTA: a modular tool for massive microbial comparative genomics.	panacotaamodulartoolformassivemicrobialcomparativegenomics	True	0
					Outbreak of Central American born Shigella sonnei in two youth camps in Belgium in the summer of 2019.	outbreakofcentralamericanbornshigellasonneiintwoyouthcsinbelgiuminthesummerof2019	True	0
					Causes and consequences of bacteriophage diversification via genetic exchanges across lifestyles and bacterial taxa.	causesandconsequencesofbacteriophagediversificationviageneticexchangesacrosslifestylesandbacterialtaxa	True	0
					Understanding the Impact of Resistance to Influenza Antivirals.	understandingtheimpactofresistancetoinfluenzaantivirals	True	0
					CoronaHiT: high-throughput sequencing of SARS-CoV-2 genomes.	coronahithighthroughputsequencingofsarscov2genomes	True	0
					Retrospective meta-transcriptomic identification of severe dengue in a traveller returning from Africa to Sweden, 1990.	retrospectivemetatranscriptomicidentificationofseveredengueinatravellerreturningfromafricatosweden1990	True	0
					Phylogenomics of Mycobacterium africanum reveals a new lineage and a complex evolutionary history.	phylogenomicsofmycobacteriumafricanumrevealsanewlineageandacomplexevolutionaryhistory	True	0
					Genomic adaptations to an endolithic lifestyle in the coral-associated alga Ostreobium.	genomicadaptationstoanendolithiclifestyleinthecoralassociatedalgaostreobium	True	0
					Components of a Neanderthal gut microbiome recovered from fecal sediments from El Salt.	componentsofaneanderthalgutmicrobiomerecoveredfromfecalsedimentsfromelsalt	True	0
					Pseudomonas aeruginosa infection in augmented care: the molecular ecology and transmission dynamics in four large UK hospitals.	pseudomonasaeruginosainfectioninaugmentedcarethemolecularecologyandtransmissiondynamicsinfourlargeukhospitals	True	0
					N-Glycans and sulfated glycosaminoglycans contribute to the action of diverse Tc toxins on mammalian cells.	nglycansandsulfatedglycosaminoglycanscontributetotheactionofdiversetctoxinsonmammaliancells	True	0
					Genome-wide dissection reveals diverse pathogenic roles of bacterial Tc toxins.	genomewidedissectionrevealsdiversepathogenicrolesofbacterialtctoxins	True	0
					Genome evolution and the emergence of pathogenicity in avian Escherichia coli.	genomeevolutionandtheemergenceofpathogenicityinavianescherichiacoli	True	0
					Pregnant women who develop preeclampsia have lower abundance of the butyrate-producer Coprococcus in their gut microbiota.	pregnantwomenwhodeveloppreeclsiahavelowerabundanceofthebutyrateproducercoprococcusintheirgutmicrobiota	True	0
					Pathogenomic analyses of Mycobacterium microti, an ESX-1-deleted member of the Mycobacterium tuberculosis complex causing disease in various hosts.	pathogenomicanalysesofmycobacteriummicrotianesx1deletedmemberofthemycobacteriumtuberculosiscomplexcausingdiseaseinvarioushosts	True	0
					Relax, keep walking-a practical guide to continuous phylogeographic inference with BEAST.	relaxkeepwalkingapracticalguidetocontinuousphylogeographicinferencewithbeast	True	0
					Within-Host Microevolution of Pseudomonas aeruginosa Urinary Isolates: A Seven-Patient Longitudinal Genomic and Phenotypic Study.	withinhostmicroevolutionofpseudomonasaeruginosaurinaryisolatesasevenpatientlongitudinalgenomicandphenotypicstudy	True	0
					Addendum: A dynamic nomenclature proposal for SARS-CoV-2 lineages to assist genomic epidemiology.	addendumadynamicnomenclatureproposalforsarscov2lineagestoassistgenomicepidemiology	True	0
					Identifying virulence determinants of multidrug-resistant Klebsiella pneumoniae in Galleria mellonella.	identifyingvirulencedeterminantsofmultidrugresistantklebsiellapneumoniaeingalleriamellonella	True	0
					Genomic diversity of Escherichia coli from healthy children in rural Gambia.	genomicdiversityofescherichiacolifromhealthychildreninruralgambia	True	0
					Author Correction: Genomic epidemiology reveals multiple introductions of SARS-CoV-2 from mainland Europe into Scotland.	authorcorrectiongenomicepidemiologyrevealsmultipleintroductionsofsarscov2frommainlandeuropeintoscotland	True	0
					Mercury methylation by metabolically versatile and cosmopolitan marine bacteria.	mercurymethylationbymetabolicallyversatileandcosmopolitanmarinebacteria	True	0
					Community-curated and standardised metadata of published ancient metagenomic samples with AncientMetagenomeDir.	communitycuratedandstandardisedmetadataofpublishedancientmetagenomicsleswithancientmetagenomedir	True	0
					Weapon performance drives weapon evolution.	weaponperformancedrivesweaponevolution	True	0
					Transferable Acinetobacter baumannii plasmid pDETAB2 encodes OXA-58 and NDM-1 and represents a new class of antibiotic resistance plasmids.	transferableacinetobacterbaumanniiplasmidpdetab2encodesoxa58andndm1andrepresentsanewclassofantibioticresistanceplasmids	True	0
					Determinants of dengue virus dispersal in the Americas.	determinantsofdenguevirusdispersalintheamericas	True	0
					Stepwise evolution of Salmonella Typhimurium ST313 causing bloodstream infection in Africa.	stepwiseevolutionofsalmonellatyphimuriumst313causingbloodstreaminfectioninafrica	True	0
					Spatiotemporal geo-electrical sensing of a Pluronic-coated cobalt ferrite nanoparticle slug in natural sand flow-through columns.	spatiotemporalgeoelectricalsensingofapluroniccoatedcobaltferritenanoparticlesluginnaturalsandflowthroughcolumns	True	0
					Characteristics of Salmonella recovered from stools of children enrolled in the Global Enteric Multicenter Study.	characteristicsofsalmonellarecoveredfromstoolsofchildrenenrolledintheglobalentericmulticenterstudy	True	0
					Structure of dual BON-domain protein DolP identifies phospholipid binding as a new mechanism for protein localisation.	structureofdualbondomainproteindolpidentifiesphospholipidbindingasanewmechanismforproteinlocalisation	True	0
					Whole genome sequencing analysis reveals the spread of a vanB carrying transposon among different vancomycin-resistant Enterococcus faecium clinical isolates in a non-endemic setting.	wholegenomesequencinganalysisrevealsthespreadofavanbcarryingtransposonamongdifferentvancomycinresistantenterococcusfaeciumclinicalisolatesinanonendemicsetting	True	0
					Genetic Variants of SARS-CoV-2-What Do They Mean?	geneticvariantsofsarscov2whatdotheymean	True	0
					Escherichia coli Genomic Diversity within Extraintestinal Acute Infections Argues for Adaptive Evolution at Play.	escherichiacoligenomicdiversitywithinextraintestinalacuteinfectionsarguesforadaptiveevolutionatplay	True	0
					Heterogeneous Hunter-Gatherer and Steppe-Related Ancestries in Late Neolithic and Bell Beaker Genomes from Present-Day France.	heterogeneoushuntergathererandstepperelatedancestriesinlateneolithicandbellbeakergenomesfrompresentdayfrance	True	0
					Ten years of population-level genomic Escherichia coli and Klebsiella pneumoniae serotype surveillance informs vaccine development for invasive infections.	tenyearsofpopulationlevelgenomicescherichiacoliandklebsiellapneumoniaeserotypesurveillanceinformsvaccinedevelopmentforinvasiveinfections	True	0
					Draft Genome Sequence of the Free-Living, Iridescent Bacterium Tenacibaculum mesophilum Strain ECR.	draftgenomesequenceofthefreelivingiridescentbacteriumtenacibaculummesophilumstrainecr	True	0
					Population Structure and Multidrug Resistance of Non-O1/Non-O139 Vibrio cholerae in Freshwater Rivers in Zhejiang, China.	populationstructureandmultidrugresistanceofnono1nono139vibriocholeraeinfreshwaterriversinzhejiangchina	True	0
					A comprehensive and high-quality collection of Escherichia coli genomes and their genes.	acomprehensiveandhighqualitycollectionofescherichiacoligenomesandtheirgenes	True	0
					Exotic foods reveal contact between South Asia and the Near East during the second millennium BCE.	exoticfoodsrevealcontactbetweensouthasiaandtheneareastduringthesecondmillenniumbce	True	0
					Establishment and lineage dynamics of the SARS-CoV-2 epidemic in the UK.	establishmentandlineagedynamicsofthesarscov2epidemicintheuk	True	0
					Detection of a small IncX4 plasmid carrying the mcr-1.1 gene in a pig oral fluid sample by shotgun metagenomic sequencing.	detectionofasmallincx4plasmidcarryingthemcr11geneinapigoralfluidslebyshotgunmetagenomicsequencing	True	0
					Meningococcal carriage in periods of high and low invasive meningococcal disease incidence in the UK: comparison of UKMenCar1-4 cross-sectional survey results.	meningococcalcarriageinperiodsofhighandlowinvasivemeningococcaldiseaseincidenceintheukcomparisonofukmencar14crosssectionalsurveyresults	True	0
					Development and comparison of novel multiple cross displacement amplification (MCDA) assays with other nucleic acid amplification methods for SARS-CoV-2 detection.	developmentandcomparisonofnovelmultiplecrossdisplacementlificationmcdaassayswithothernucleicacidlificationmethodsforsarscov2detection	True	0
					The Impacts of Low Diversity Sequence Data on Phylodynamic Inference during an Emerging Epidemic.	theimpactsoflowdiversitysequencedataonphylodynamicinferenceduringanemergingepidemic	True	0
					Batch effects account for the main findings of an in utero human intestinal bacterial colonization study.	batcheffectsaccountforthemainfindingsofaninuterohumanintestinalbacterialcolonizationstudy	True	0
					FADU: a Quantification Tool for Prokaryotic Transcriptomic Analyses.	faduaquantificationtoolforprokaryotictranscriptomicanalyses	True	0
